Started training at 2018-10-17 08:26:34.049067
1, 0.714286, 0.707143, 0.700000
2, 0.764286, 0.750000, 0.742857
3, 0.728571, 0.721429, 0.685714
4, 0.757143, 0.742857, 0.721429
5, 0.700000, 0.692857, 0.685714
6, 0.707143, 0.700000, 0.692857
7, 0.721429, 0.707143, 0.707143
8, 0.692857, 0.678571, 0.664286
9, 0.707143, 0.692857, 0.685714
10, 0.742857, 0.735714, 0.728571
11, 0.750000, 0.750000, 0.735714
12, 0.707143, 0.700000, 0.678571
13, 0.700000, 0.678571, 0.664286
14, 0.707143, 0.685714, 0.685714
15, 0.764286, 0.742857, 0.735714
16, 0.714286, 0.707143, 0.700000
17, 0.692857, 0.685714, 0.671429
18, 0.685714, 0.678571, 0.678571
19, 0.678571, 0.664286, 0.642857
20, 0.721429, 0.721429, 0.707143
21, 0.707143, 0.707143, 0.700000
22, 0.728571, 0.707143, 0.707143
23, 0.700000, 0.700000, 0.700000
24, 0.700000, 0.700000, 0.678571
25, 0.685714, 0.685714, 0.671429
26, 0.714286, 0.700000, 0.685714
27, 0.742857, 0.742857, 0.728571
28, 0.757143, 0.757143, 0.750000
29, 0.692857, 0.685714, 0.671429
30, 0.714286, 0.707143, 0.700000
31, 0.671429, 0.650000, 0.650000
32, 0.700000, 0.692857, 0.685714
33, 0.700000, 0.685714, 0.678571
34, 0.721429, 0.700000, 0.685714
35, 0.757143, 0.742857, 0.735714
36, 0.742857, 0.728571, 0.721429
37, 0.700000, 0.685714, 0.678571
38, 0.735714, 0.735714, 0.707143
39, 0.678571, 0.657143, 0.657143
40, 0.728571, 0.714286, 0.714286
41, 0.707143, 0.700000, 0.700000
42, 0.735714, 0.721429, 0.714286
43, 0.742857, 0.707143, 0.685714
44, 0.750000, 0.728571, 0.721429
45, 0.771429, 0.757143, 0.742857
46, 0.742857, 0.735714, 0.728571
47, 0.764286, 0.750000, 0.735714
48, 0.714286, 0.692857, 0.692857
49, 0.757143, 0.750000, 0.728571
50, 0.707143, 0.700000, 0.700000
51, 0.757143, 0.721429, 0.714286
52, 0.714286, 0.714286, 0.707143
53, 0.707143, 0.692857, 0.678571
54, 0.728571, 0.721429, 0.721429
55, 0.792857, 0.771429, 0.771429
56, 0.778571, 0.742857, 0.728571
57, 0.764286, 0.757143, 0.750000
58, 0.742857, 0.735714, 0.728571
59, 0.778571, 0.764286, 0.764286
60, 0.771429, 0.764286, 0.757143
61, 0.800000, 0.785714, 0.785714
62, 0.757143, 0.735714, 0.728571
63, 0.764286, 0.728571, 0.728571
64, 0.792857, 0.750000, 0.742857
65, 0.771429, 0.750000, 0.742857
66, 0.757143, 0.750000, 0.728571
67, 0.778571, 0.771429, 0.757143
68, 0.785714, 0.764286, 0.764286
69, 0.807143, 0.764286, 0.757143
70, 0.785714, 0.742857, 0.728571
71, 0.764286, 0.742857, 0.721429
72, 0.771429, 0.742857, 0.735714
73, 0.735714, 0.728571, 0.728571
74, 0.807143, 0.792857, 0.771429
75, 0.750000, 0.742857, 0.735714
76, 0.742857, 0.735714, 0.735714
77, 0.785714, 0.757143, 0.757143
78, 0.771429, 0.750000, 0.735714
79, 0.771429, 0.771429, 0.757143
80, 0.792857, 0.778571, 0.778571
81, 0.721429, 0.707143, 0.700000
82, 0.771429, 0.764286, 0.764286
83, 0.835714, 0.807143, 0.792857
84, 0.757143, 0.750000, 0.728571
85, 0.771429, 0.742857, 0.742857
86, 0.750000, 0.735714, 0.728571
87, 0.757143, 0.742857, 0.735714
88, 0.792857, 0.785714, 0.771429
89, 0.750000, 0.735714, 0.728571
90, 0.692857, 0.685714, 0.678571
91, 0.807143, 0.771429, 0.764286
92, 0.792857, 0.771429, 0.764286
93, 0.757143, 0.750000, 0.750000
94, 0.785714, 0.750000, 0.735714
95, 0.800000, 0.792857, 0.778571
96, 0.778571, 0.778571, 0.778571
97, 0.757143, 0.742857, 0.735714
98, 0.735714, 0.728571, 0.728571
99, 0.792857, 0.778571, 0.778571
100, 0.778571, 0.771429, 0.764286
101, 0.771429, 0.764286, 0.757143
102, 0.800000, 0.785714, 0.778571
103, 0.757143, 0.757143, 0.750000
104, 0.807143, 0.785714, 0.778571
105, 0.792857, 0.764286, 0.757143
106, 0.807143, 0.800000, 0.800000
107, 0.757143, 0.757143, 0.757143
108, 0.742857, 0.742857, 0.742857
109, 0.785714, 0.757143, 0.757143
110, 0.814286, 0.792857, 0.792857
111, 0.800000, 0.792857, 0.778571
112, 0.764286, 0.757143, 0.728571
113, 0.792857, 0.792857, 0.778571
114, 0.757143, 0.750000, 0.742857
115, 0.785714, 0.764286, 0.764286
116, 0.771429, 0.764286, 0.764286
117, 0.778571, 0.771429, 0.771429
118, 0.835714, 0.814286, 0.807143
119, 0.792857, 0.792857, 0.771429
120, 0.785714, 0.778571, 0.778571
121, 0.807143, 0.792857, 0.785714
122, 0.821429, 0.800000, 0.792857
123, 0.814286, 0.807143, 0.800000
124, 0.800000, 0.792857, 0.764286
125, 0.814286, 0.807143, 0.807143
126, 0.814286, 0.792857, 0.771429
127, 0.807143, 0.785714, 0.778571
128, 0.807143, 0.800000, 0.771429
129, 0.821429, 0.814286, 0.785714
130, 0.800000, 0.785714, 0.778571
131, 0.857143, 0.828571, 0.814286
132, 0.771429, 0.771429, 0.757143
133, 0.835714, 0.814286, 0.807143
134, 0.778571, 0.764286, 0.764286
135, 0.785714, 0.757143, 0.742857
136, 0.800000, 0.785714, 0.785714
137, 0.800000, 0.792857, 0.771429
138, 0.771429, 0.771429, 0.764286
139, 0.778571, 0.764286, 0.757143
140, 0.821429, 0.807143, 0.800000
141, 0.800000, 0.800000, 0.800000
142, 0.814286, 0.807143, 0.792857
143, 0.764286, 0.764286, 0.757143
144, 0.842857, 0.842857, 0.814286
145, 0.842857, 0.792857, 0.785714
146, 0.814286, 0.792857, 0.785714
147, 0.850000, 0.828571, 0.828571
148, 0.828571, 0.807143, 0.785714
149, 0.828571, 0.814286, 0.807143
150, 0.785714, 0.757143, 0.757143
151, 0.792857, 0.792857, 0.792857
152, 0.842857, 0.800000, 0.800000
153, 0.821429, 0.814286, 0.807143
154, 0.821429, 0.800000, 0.800000
155, 0.814286, 0.792857, 0.785714
156, 0.828571, 0.807143, 0.807143
157, 0.800000, 0.778571, 0.778571
158, 0.835714, 0.828571, 0.821429
159, 0.835714, 0.814286, 0.807143
160, 0.814286, 0.807143, 0.785714
161, 0.800000, 0.800000, 0.785714
162, 0.842857, 0.842857, 0.821429
163, 0.842857, 0.800000, 0.792857
164, 0.814286, 0.764286, 0.764286
165, 0.857143, 0.821429, 0.800000
166, 0.807143, 0.792857, 0.792857
167, 0.800000, 0.785714, 0.785714
168, 0.814286, 0.800000, 0.800000
169, 0.807143, 0.785714, 0.785714
170, 0.850000, 0.828571, 0.814286
171, 0.814286, 0.807143, 0.807143
172, 0.842857, 0.814286, 0.814286
173, 0.800000, 0.792857, 0.785714
174, 0.828571, 0.814286, 0.814286
175, 0.842857, 0.835714, 0.814286
176, 0.757143, 0.757143, 0.750000
177, 0.835714, 0.835714, 0.821429
178, 0.835714, 0.828571, 0.807143
179, 0.835714, 0.807143, 0.807143
180, 0.828571, 0.814286, 0.807143
181, 0.828571, 0.821429, 0.814286
182, 0.828571, 0.800000, 0.785714
183, 0.821429, 0.821429, 0.821429
184, 0.828571, 0.814286, 0.807143
185, 0.785714, 0.778571, 0.771429
186, 0.814286, 0.807143, 0.800000
187, 0.835714, 0.800000, 0.800000
188, 0.850000, 0.821429, 0.821429
189, 0.792857, 0.785714, 0.778571
190, 0.807143, 0.800000, 0.778571
191, 0.828571, 0.821429, 0.807143
192, 0.835714, 0.828571, 0.800000
193, 0.835714, 0.821429, 0.814286
194, 0.850000, 0.800000, 0.792857
195, 0.878571, 0.857143, 0.850000
196, 0.821429, 0.821429, 0.814286
197, 0.814286, 0.807143, 0.800000
198, 0.807143, 0.800000, 0.778571
199, 0.821429, 0.807143, 0.800000
200, 0.821429, 0.807143, 0.800000
201, 0.864286, 0.821429, 0.821429
202, 0.864286, 0.821429, 0.821429
203, 0.807143, 0.807143, 0.792857
204, 0.835714, 0.821429, 0.800000
205, 0.842857, 0.842857, 0.828571
206, 0.835714, 0.835714, 0.821429
207, 0.828571, 0.800000, 0.800000
208, 0.792857, 0.792857, 0.778571
209, 0.864286, 0.828571, 0.807143
210, 0.850000, 0.842857, 0.821429
211, 0.828571, 0.800000, 0.800000
212, 0.835714, 0.821429, 0.800000
213, 0.828571, 0.814286, 0.800000
214, 0.814286, 0.807143, 0.807143
215, 0.835714, 0.821429, 0.821429
216, 0.814286, 0.807143, 0.807143
217, 0.800000, 0.792857, 0.792857
218, 0.850000, 0.835714, 0.835714
219, 0.850000, 0.835714, 0.814286
220, 0.835714, 0.814286, 0.814286
221, 0.850000, 0.835714, 0.828571
222, 0.857143, 0.821429, 0.814286
223, 0.821429, 0.821429, 0.807143
224, 0.821429, 0.814286, 0.814286
225, 0.842857, 0.835714, 0.835714
226, 0.850000, 0.814286, 0.814286
227, 0.828571, 0.807143, 0.807143
228, 0.800000, 0.800000, 0.800000
229, 0.850000, 0.842857, 0.821429
230, 0.828571, 0.800000, 0.785714
231, 0.842857, 0.828571, 0.828571
232, 0.807143, 0.800000, 0.800000
233, 0.828571, 0.821429, 0.807143
234, 0.828571, 0.814286, 0.814286
235, 0.850000, 0.835714, 0.807143
236, 0.814286, 0.785714, 0.785714
237, 0.857143, 0.835714, 0.835714
238, 0.807143, 0.778571, 0.764286
239, 0.835714, 0.828571, 0.814286
240, 0.835714, 0.828571, 0.828571
241, 0.828571, 0.800000, 0.800000
242, 0.821429, 0.807143, 0.800000
243, 0.828571, 0.807143, 0.800000
244, 0.871429, 0.864286, 0.828571
245, 0.864286, 0.850000, 0.835714
246, 0.807143, 0.800000, 0.800000
247, 0.857143, 0.835714, 0.807143
248, 0.864286, 0.821429, 0.814286
249, 0.807143, 0.807143, 0.792857
250, 0.842857, 0.828571, 0.807143
251, 0.864286, 0.850000, 0.842857
252, 0.864286, 0.857143, 0.850000
253, 0.850000, 0.850000, 0.828571
254, 0.864286, 0.828571, 0.814286
255, 0.850000, 0.828571, 0.828571
256, 0.871429, 0.835714, 0.814286
257, 0.864286, 0.857143, 0.857143
258, 0.821429, 0.821429, 0.807143
259, 0.878571, 0.864286, 0.850000
260, 0.850000, 0.842857, 0.835714
261, 0.850000, 0.835714, 0.821429
262, 0.842857, 0.835714, 0.828571
263, 0.821429, 0.814286, 0.807143
264, 0.850000, 0.842857, 0.835714
265, 0.850000, 0.821429, 0.814286
266, 0.814286, 0.814286, 0.792857
267, 0.842857, 0.842857, 0.821429
268, 0.821429, 0.792857, 0.785714
269, 0.828571, 0.828571, 0.821429
270, 0.828571, 0.814286, 0.807143
271, 0.828571, 0.821429, 0.821429
272, 0.835714, 0.835714, 0.828571
273, 0.850000, 0.842857, 0.821429
274, 0.828571, 0.785714, 0.785714
275, 0.828571, 0.828571, 0.821429
276, 0.857143, 0.850000, 0.842857
277, 0.821429, 0.814286, 0.814286
278, 0.850000, 0.835714, 0.835714
279, 0.828571, 0.814286, 0.800000
280, 0.821429, 0.821429, 0.814286
281, 0.850000, 0.821429, 0.814286
282, 0.814286, 0.800000, 0.800000
283, 0.857143, 0.842857, 0.828571
284, 0.814286, 0.785714, 0.778571
285, 0.835714, 0.828571, 0.814286
286, 0.821429, 0.821429, 0.807143
287, 0.792857, 0.792857, 0.785714
288, 0.835714, 0.821429, 0.821429
289, 0.842857, 0.842857, 0.821429
290, 0.878571, 0.857143, 0.850000
291, 0.828571, 0.821429, 0.814286
292, 0.864286, 0.828571, 0.821429
293, 0.828571, 0.821429, 0.814286
294, 0.850000, 0.842857, 0.835714
295, 0.850000, 0.828571, 0.821429
296, 0.835714, 0.835714, 0.835714
297, 0.878571, 0.857143, 0.842857
298, 0.835714, 0.814286, 0.814286
299, 0.871429, 0.871429, 0.857143
300, 0.828571, 0.814286, 0.814286
301, 0.871429, 0.850000, 0.821429
302, 0.842857, 0.842857, 0.835714
303, 0.850000, 0.850000, 0.850000
304, 0.828571, 0.821429, 0.821429
305, 0.842857, 0.842857, 0.835714
306, 0.828571, 0.821429, 0.814286
307, 0.857143, 0.835714, 0.821429
308, 0.807143, 0.800000, 0.792857
309, 0.850000, 0.828571, 0.821429
310, 0.807143, 0.800000, 0.785714
311, 0.857143, 0.835714, 0.814286
312, 0.828571, 0.821429, 0.814286
313, 0.842857, 0.814286, 0.814286
314, 0.857143, 0.835714, 0.835714
315, 0.835714, 0.814286, 0.807143
316, 0.807143, 0.800000, 0.792857
317, 0.814286, 0.807143, 0.807143
318, 0.871429, 0.842857, 0.828571
319, 0.857143, 0.850000, 0.850000
320, 0.850000, 0.842857, 0.842857
321, 0.864286, 0.850000, 0.814286
322, 0.864286, 0.857143, 0.835714
323, 0.878571, 0.807143, 0.800000
324, 0.821429, 0.821429, 0.814286
325, 0.842857, 0.821429, 0.821429
326, 0.857143, 0.842857, 0.842857
327, 0.814286, 0.814286, 0.800000
328, 0.871429, 0.864286, 0.842857
329, 0.821429, 0.814286, 0.807143
330, 0.842857, 0.835714, 0.828571
331, 0.864286, 0.850000, 0.842857
332, 0.792857, 0.792857, 0.792857
333, 0.850000, 0.850000, 0.835714
334, 0.835714, 0.821429, 0.821429
335, 0.842857, 0.828571, 0.807143
336, 0.835714, 0.821429, 0.821429
337, 0.850000, 0.835714, 0.821429
338, 0.842857, 0.821429, 0.821429
